Time (s),Frequency (Hz)
15.384,0.004
15.38408,0.00056
15.3842,0.004
15.3844,0.004
15.3846,0.004
15.3848,0.004
15.385,0.004
15.3852,0.004
15.38532,8e-05
15.3854,0.004
15.3856,0.004
15.3858,0.004
15.386,0.004
15.3862,0.004
15.3864,0.004
15.3866,0.004
15.3868,0.004
15.387,0.004
15.3872,0.004
15.3874,0.004
15.3876,0.004
15.3878,0.004
15.388,0.004
15.3882,0.004
15.3884,0.00064
15.3886,0.00056
15.3888,0.004
15.389,0.004
15.3892,0.004
15.38932,0.00032
15.38944,0.004
15.38952,0.00048
15.38964,0.004
15.38984,0.004
15.39004,0.004
15.39024,0.004
15.39044,0.004
15.39064,0.004
15.39084,0.004
15.39104,0.004
15.39124,0.004
15.39144,0.004
15.39164,0.004
15.39184,0.004
15.39204,0.004
15.39224,0.004
15.39236,0.00048
15.39244,0.004
15.39256,0.00044
15.39264,0.004
15.39284,0.004
15.39304,0.004
15.39324,0.004
15.39344,0.004
15.39364,0.004
15.39384,0.004
15.39404,0.004
15.39416,0.00028
15.39424,0.004
15.39444,0.004
15.39464,0.004
15.39484,0.004
15.39504,0.004
15.39524,0.004
15.39544,0.004
15.39564,0.004
15.39584,0.004
15.39604,0.004
15.39624,0.004
15.39644,0.004
15.39664,0.004
15.39684,0.004
15.39704,0.004
15.39724,0.004
15.39748,0.0034
15.39768,0.00328
15.39788,0.0032
15.39808,0.00308
15.39828,0.00292
15.39848,0.00276
15.39868,0.0026
15.39888,0.0024
15.39908,0.00224
15.39928,0.00212
15.39948,0.00204
15.39968,0.00196
15.39988,0.00192
15.40008,0.00184
15.40024,0.0006
15.40044,0.0006
15.40064,0.00072
15.4008,0.00012
15.401,0.00196
15.4012,0.00196
15.4014,0.00196
15.4016,0.00196
15.4018,0.00192
15.40196,0.00236
15.40216,0.00224
15.40236,0.00212
15.40256,0.00204
15.40276,0.00196
15.40296,0.00192
15.40316,0.00184
15.40336,0.00184
15.40356,0.00184
15.40376,0.00192
15.40396,0.00208
15.40416,0.00228
15.40436,0.00252
15.40456,0.0028
15.40476,0.00304
15.40496,0.00332
15.40516,0.0036
15.40536,0.00384
15.40556,0.004
15.40576,0.004
15.40596,0.004
15.40616,0.004
15.40636,0.004
15.40656,0.004
15.40676,0.004
15.40696,0.004
15.4072,0.004
15.4074,0.004
15.40752,0.00072
15.4076,0.004
15.40772,0.00068
15.4078,0.004
15.40792,0.00072
15.408,0.004
15.40808,0.00056
15.4082,0.004
15.40828,0.00048
15.4084,0.004
15.4086,0.004
15.4088,0.004
15.409,0.004
15.4092,0.004
15.4094,0.004
15.4096,0.004
15.4098,0.004
15.41,0.004
15.4102,0.004
15.4104,0.004
15.4106,0.004
15.4108,0.004
15.411,0.004
15.4112,0.004
15.4114,0.004
15.4116,0.004
15.4118,0.004
15.412,0.004
15.4122,0.004
15.4124,0.004
15.4126,0.004
15.4128,0.004
15.413,0.004
15.4132,0.004
15.4134,0.004
15.4136,0.004
15.4138,0.004
15.414,0.004
15.4142,0.004
15.4144,0.004
15.4146,0.004
15.4148,0.004
15.415,0.004
15.4152,0.004
15.4154,0.004
15.4156,0.004
15.4158,0.004
15.416,0.004
15.4162,0.004
15.4164,0.004
15.4166,0.004
15.4168,0.004
15.417,0.004
15.4172,0.004
15.4174,0.004
15.4176,0.004
15.4178,0.004
15.41788,0.001
15.418,0.004
15.41808,0.00112
15.4182,0.004
15.41828,0.00116
15.4184,0.004
15.4186,0.004
15.4188,0.004
15.419,0.004
15.4192,0.004
15.4194,0.004
15.41964,0.00136
15.41984,0.00128
15.42004,0.00124
15.4202,0.00152
15.4204,0.00144
15.4206,0.00136
15.4208,0.00132
15.42096,0.00208
15.42116,0.00188
15.42136,0.00172
15.42156,0.0016
15.42176,0.00148
15.42196,0.00136
15.42216,0.00124
15.42236,0.00116
15.42244,0.004
15.42256,0.00108
15.42264,0.004
15.42272,0.00128
15.42284,0.004
15.42292,0.0012
15.42304,0.004
15.42312,0.00112
15.42324,0.004
15.42332,0.00108
15.42344,0.004
15.42352,0.00108
15.42372,0.00108
15.42384,0.004
15.42392,0.00108
15.42404,0.004
15.42424,0.004
15.42444,0.004
15.42464,0.004
15.42484,0.004
15.42504,0.00204
15.42524,0.00188
15.42544,0.00188
15.42564,0.00188
15.42584,0.00188
15.42604,0.00192
15.42624,0.00196
15.42644,0.00204
15.42664,0.00212
15.42684,0.0022
15.42704,0.00232
15.42724,0.00248
15.42744,0.00264
15.42764,0.00284
15.42784,0.00308
15.42804,0.00332
15.42824,0.00356
15.42844,0.00384
15.42864,0.004
15.42884,0.004
15.42904,0.004
15.42924,0.004
15.42944,0.004
15.42964,0.004
15.42984,0.004
15.43004,0.004
15.43024,0.004
15.43044,0.004
15.43068,0.004
15.43088,0.004
15.43108,0.004
15.43128,0.004
15.43148,0.004
15.43168,0.004
15.43188,0.004
15.43208,0.004
15.43228,0.004
15.43248,0.004
15.43268,0.004
15.43288,0.004
15.43308,0.004
15.4332,0.00024
15.43328,0.004
15.43348,0.004
15.43368,0.004
15.43388,0.004
15.43408,0.004
15.43428,0.004
15.43448,0.004
15.43468,0.004
15.43488,0.004
15.43508,0.004
15.43528,0.004
15.43548,0.004
15.4356,4e-05
15.43568,0.004
15.43588,0.004
15.43608,0.004
15.43628,0.004
15.43652,0.004
15.43672,0.004
15.43692,0.004
15.43712,0.004
15.43732,0.004
15.43752,0.004
15.4376,0.00112
15.43772,0.004
15.4378,0.00112
15.43792,0.004
15.438,0.00108
15.43812,0.004
15.4382,0.001
15.43832,0.004
15.4384,0.0008
15.43852,0.004
15.4386,0.00064
15.43872,0.004
15.4388,0.00064
15.43892,0.004
15.439,0.00064
15.43912,0.004
15.43932,0.004
15.43952,0.004
15.43972,0.004
15.43992,0.004
15.44012,0.004
15.44032,0.004
15.44052,0.004
15.44072,0.004
15.44092,0.004
15.44112,0.004
15.44132,0.004
15.44156,0.004
15.44176,0.004
15.44196,0.004
15.44216,0.004
15.44224,0.00072
15.44236,0.004
15.44244,0.00048
15.44256,0.004
15.44264,0.00044
15.44276,0.004
15.44296,0.004
15.44316,0.004
15.44336,0.004
15.44356,0.004
15.44376,0.004
15.44396,0.004
15.44412,0.004
15.44432,0.004
15.44452,0.004
15.44472,0.004
15.44492,0.004
15.44512,0.004
15.44532,0.004
15.44552,0.004
15.44572,0.004
15.44592,0.004
15.44612,0.0038
15.44632,0.00356
15.44652,0.00332
15.44672,0.00316
15.44692,0.00296
15.44712,0.00284
15.44732,0.00268
15.44752,0.00256
15.44772,0.00244
15.44792,0.00236
15.44812,0.00224
15.44832,0.00212
15.44852,0.00204
15.44872,0.00192
15.44892,0.0018
15.44912,0.00168
15.44932,0.00152
15.44948,0.00164
15.44968,0.00156
15.44988,0.00148
15.45008,0.0014
15.45028,0.00132
15.45036,0.004
15.45048,0.00128
15.45056,0.004
15.45064,0.00144
15.45076,0.004
15.45084,0.0014
15.45096,0.004
15.45104,0.00136
15.45116,0.004
15.45124,0.00132
15.45136,0.004
15.45144,0.00128
15.45156,0.004
15.45164,0.00128
15.45184,0.00128
15.452,0.0016
15.4522,0.00156
15.4524,0.00156
15.4526,0.00156
15.4528,0.0016
15.453,0.00164
15.45316,0.004
15.45336,0.004
15.45356,0.00196
15.45376,0.00196
15.45396,0.002
15.45416,0.00208
15.45436,0.0022
15.45456,0.00232
15.45476,0.00248
15.45496,0.00264
15.45516,0.00284
15.45536,0.00304
15.45556,0.00328
15.45576,0.00372
15.45596,0.004
15.45612,0.00292
15.45632,0.00296
15.45652,0.003
15.45672,0.003
15.45692,0.00304
15.45712,0.00312
15.45732,0.00316
15.45752,0.00324
15.45772,0.00332
15.45792,0.00344
15.45812,0.00368
15.45832,0.004
15.45852,0.004
15.45872,0.004
15.45892,0.004
15.45912,0.004
15.45932,0.004
15.45952,0.004
15.45972,0.004
15.45992,0.004
15.46012,0.004
15.46032,0.004
15.46052,0.004
15.46072,0.004
15.46084,0.00092
15.46092,0.004
15.46104,0.00096
15.46112,0.004
15.46124,0.00096
15.46132,0.004
15.46152,0.004
15.46172,0.004
15.46196,0.004
15.46216,0.004
15.46236,0.004
15.46256,0.004
15.46276,0.004
15.46296,0.004
15.46316,0.004
15.46336,0.004
15.46356,0.00276
15.46376,0.00264
15.46396,0.00264
15.46416,0.00264
15.46436,0.00268
15.46456,0.00276
15.46476,0.00284
15.46496,0.00292
15.46516,0.00304
15.46536,0.0032
15.46552,0.004
15.46572,0.004
15.46592,0.004
15.46612,0.004
15.46632,0.00292
15.46652,0.00292
15.46672,0.00292
15.46692,0.00296
15.46712,0.00304
15.46732,0.00308
15.46752,0.00316
15.46772,0.00324
15.46792,0.00332
15.46812,0.00344
15.46832,0.00364
15.46852,0.004
15.46872,0.004
15.46892,0.004
15.46912,0.004
15.46932,0.004
15.46948,0.00276
15.46968,0.00292
15.46988,0.00308
15.47008,0.00328
15.47028,0.00352
15.47048,0.00376
15.47068,0.004
15.47088,0.004
15.47108,0.004
15.47128,0.004
15.47148,0.004
15.47168,0.004
15.47188,0.004
15.47208,0.004
15.47228,0.004
15.47244,0.00276
15.47264,0.0028
15.47284,0.00284
15.47304,0.00288
15.47324,0.00292
15.47344,0.00296
15.47364,0.003
15.47384,0.00304
15.47404,0.00308
15.47424,0.00312
15.47444,0.00316
15.47464,0.0032
15.47488,0.004
15.47508,0.004
15.47528,0.004
15.47548,0.004
15.47568,0.004
15.47588,0.004
15.47608,0.004
15.47628,0.004
15.47648,0.004
15.47668,0.004
15.47688,0.004
15.47708,0.004
15.47728,0.004
15.47748,0.004
15.47768,0.004
15.47788,0.004
15.47808,0.004
15.47828,0.004
15.47848,0.004
15.47868,0.004
15.47888,0.004
15.47908,0.004
15.47928,0.004
15.47948,0.004
15.47968,0.004
15.47988,0.00384
15.48008,0.0036
15.48028,0.00336
15.48048,0.00312
15.48068,0.00288
15.48088,0.0026
15.48108,0.00236
15.48128,0.00212
15.48148,0.00192
15.48168,0.00176
15.48188,0.00164
15.48208,0.00152
15.48228,0.00144
15.48244,0.00184
15.48264,0.00168
15.48284,0.00156
15.48304,0.00144
15.48324,0.00136
15.48344,0.00132
15.48364,0.00124
15.48384,0.0012
15.48404,0.00116
15.4842,0.00128
15.4844,0.00124
15.4846,0.0012
15.4848,0.00116
15.485,0.00108
15.48516,0.00116
15.48528,0.004
15.48536,0.00112
15.48556,0.00108
15.48576,0.00108
15.48596,0.00104
15.48612,0.00116
15.48632,0.00112
15.48652,0.00112
15.48672,0.00112
15.48692,0.00108
15.48712,0.00108
15.48728,0.00108
15.48748,0.00108
15.48768,0.00104
15.48788,0.00104
15.48808,0.00104
15.48828,0.001
15.48844,0.001
15.48864,0.001
15.48872,0.004
15.48884,0.001
15.48892,0.004
15.48904,0.001
15.48912,0.004
15.4892,0.00104
15.48932,0.004
15.4894,0.00104
15.48952,0.004
15.4896,0.00104
15.48972,0.004
15.4898,0.00108
15.48992,0.004
15.49,0.00112
15.49016,0.00108
15.49036,0.00112
15.49056,0.00116
15.49076,0.0012
15.49096,0.00124
15.49112,0.004
15.49132,0.004
15.49152,0.004
15.49172,0.004
15.49192,0.004
15.49212,0.004
15.49232,0.004
15.49252,0.004
15.49272,0.004
15.49292,0.004
15.49312,0.004
15.49332,0.004
15.49352,0.004
15.49372,0.004
15.49392,0.004
15.49412,0.004
15.49432,0.004
15.49452,0.004
15.49472,0.004
15.49492,0.004
15.49512,0.004
15.49532,0.004
15.49552,0.004
15.49572,0.004
15.49592,0.004
15.496,4e-05
15.49612,0.004
15.49632,0.004
15.49652,0.004
15.49672,0.004
15.49692,0.004
15.49712,0.004
15.49732,0.004
15.49752,0.004
15.49772,0.004
15.49792,0.004
15.49812,0.004
15.49832,0.004
15.49852,0.004
15.49872,0.004
15.49892,0.004
15.49912,0.004
15.49932,0.004
15.49952,0.004
15.49976,0.00216
15.49996,0.00216
15.50016,0.00216
15.50036,0.00216
15.50056,0.0022
15.50076,0.00224
15.50096,0.00232
15.50116,0.0024
15.50136,0.00252
15.50156,0.00268
15.50176,0.00284
15.50196,0.00304
15.50216,0.00324
15.50236,0.00348
15.50256,0.00376
15.50276,0.004
15.50296,0.004
15.50308,0.00132
15.50316,0.004
15.50328,0.00148
15.50336,0.004
15.50348,0.0016
15.5036,0.004
15.50368,0.00172
15.5038,0.004
15.50388,0.00176
15.504,0.004
15.50408,0.00184
15.50424,0.002
15.50444,0.00208
15.50464,0.00216
15.50484,0.0022
15.50504,0.00228
15.50524,0.00236
15.50544,0.00244
15.50564,0.00252
15.50584,0.0026
15.50604,0.00268
15.50624,0.00276
15.5064,0.004
15.5066,0.004
15.5068,0.004
15.507,0.004
15.5072,0.004
15.5074,0.004
15.5076,0.004
15.5078,0.004
15.508,0.004
15.5082,0.004
15.5084,0.004
15.5086,0.004
15.5088,0.004
15.509,0.00396
15.5092,0.00396
15.5094,0.00392
15.5096,0.00392
15.5098,0.00392
15.51,0.00388
15.5102,0.00388
15.5104,0.00388
15.5106,0.00384
15.5108,0.00384
15.511,0.0038
15.5112,0.00376
15.5114,0.00376
15.5116,0.00368
15.51168,4e-05
15.5118,0.00364
15.51196,0.00372
15.51216,0.00372
15.51228,8e-05
15.51236,0.00372
15.51256,0.00372
15.51276,0.00372
15.51296,0.00368
15.51316,0.00364
15.51336,0.0036
15.51356,0.00356
15.51376,0.00352
15.51392,0.004
15.51412,0.004
15.51432,0.004
15.51452,0.004
15.51472,0.004
15.51492,0.004
15.51512,0.004
15.51532,0.00396
15.51552,0.00388
15.51572,0.0038
15.51592,0.00368
15.51612,0.0036
15.51632,0.00348
15.51652,0.00332
15.51672,0.0032
15.51692,0.00304
15.51712,0.00288
15.51732,0.00272
15.51752,0.00252
15.51772,0.00236
15.51792,0.0022
15.51808,0.0032
15.51828,0.00304
15.51848,0.00284
15.51868,0.00268
15.51888,0.00252
15.51908,0.00232
15.51928,0.0022
15.51948,0.00204
15.51968,0.00192
15.51988,0.0018
15.52008,0.00164
15.52028,0.00152
15.52048,0.0014
15.52068,0.00128
15.52084,0.00152
15.52104,0.0014
15.52124,0.00132
15.52144,0.00124
15.52164,0.0012
15.52184,0.00116
15.52204,0.00112
15.5222,0.00116
15.5224,0.00112
15.5226,0.00108
15.5228,0.00104
15.523,0.001
15.52316,0.00104
15.52336,0.001
15.52356,0.001
15.52376,0.00096
15.52384,0.004
15.52396,0.00092
15.52404,0.004
15.52412,0.00096
15.52424,0.004
15.52432,0.00096
15.52452,0.00092
15.52472,0.00092
15.52492,0.00088
15.52508,0.00092
15.52528,0.00092
15.52548,0.00088
15.52568,0.00084
15.52584,0.00088
15.52604,0.00088
15.52624,0.00084
15.52644,0.00084
15.52652,0.00276
15.5266,0.00088
15.52672,0.00272
15.5268,0.00084
15.527,0.00084
15.5272,0.00084
15.52736,0.00092
15.52756,0.00088
15.52776,0.00088
15.52796,0.00088
15.52816,0.00088
15.52832,0.00092
15.52852,0.00092
15.52872,0.00088
15.5288,0.004
15.52892,0.00088
15.529,0.004
15.52908,0.00096
15.5292,0.004
15.52928,0.00096
15.5294,0.004
15.52948,0.00096
15.52968,0.00096
15.52988,0.00096
15.53004,0.001
15.53024,0.001
15.53044,0.00104
15.53064,0.00108
15.53084,0.00112
15.531,0.00108
15.5312,0.00112
15.5314,0.0012
15.5316,0.00128
15.5318,0.0014
15.532,0.00156
15.5322,0.004
15.53236,0.004
15.53256,0.004
15.53276,0.004
15.53296,0.00228
15.53316,0.00244
15.53336,0.00252
15.53356,0.00256
15.53376,0.00264
15.53396,0.00268
15.53416,0.00272
15.53436,0.0028
15.53456,0.00284
15.53476,0.00292
15.53496,0.00296
15.53516,0.00304
15.53536,0.00316
15.53556,0.00328
15.53576,0.00352
15.53596,0.004
15.53616,0.004
15.53636,0.004
15.53656,0.004
15.53676,0.004
15.537,0.004
15.5372,0.004
15.5374,0.004
15.5376,0.004
15.5378,0.004
15.538,0.004
15.5382,0.004
15.5384,0.004
15.5386,0.004
15.5388,0.004
15.53904,0.00184
15.53924,0.00184
15.53944,0.0018
15.53964,0.00176
15.53984,0.00172
15.54004,0.00168
15.54024,0.00164
15.54044,0.0016
15.54064,0.0016
15.54084,0.00212
15.54104,0.00268
15.5412,0.004
15.5414,0.004
15.5416,0.004
15.54172,0.00096
15.5418,0.004
15.54192,0.00096
15.542,0.004
15.54216,0.001
15.54236,0.00104
15.54256,0.00108
15.54264,0.004
15.54276,0.00108
15.54284,0.004
15.54296,0.00112
15.54304,0.004
15.54316,0.00116
15.54324,0.004
15.54336,0.0012
15.54344,0.004
15.54356,0.00124
15.54376,0.00136
15.54396,0.0016
15.54416,0.00184
15.54436,0.00208
15.54452,0.00268
15.54464,0.00076
15.54472,0.0028
15.54484,0.00076
15.54492,0.00296
15.54504,0.00072
15.54512,0.00308
15.54524,0.00068
15.54544,0.00068
15.54568,0.004
15.54588,0.004
15.54608,0.004
15.54628,0.004
15.54648,0.004
15.54668,0.004
15.54688,0.004
15.54708,0.004
15.54728,0.004
15.54748,0.004
15.54768,0.004
15.54788,0.004
15.54808,0.004
15.54828,0.004
15.54848,0.004
15.54868,0.004
15.54888,0.004
15.54908,0.004
15.54928,0.004
15.54948,0.004
15.54968,0.004
15.54988,0.004
15.55008,0.004
15.55028,0.004
15.55048,0.004
15.55068,0.004
15.55088,0.004
15.55108,0.004
15.55128,0.004
15.55148,0.004
15.55168,0.004
15.55188,0.004
15.55208,0.004
15.55228,0.004
15.55248,0.004
15.55268,0.004
15.55288,0.004
15.55308,0.004
15.55328,0.004
15.55348,0.004
15.5536,8e-05
15.55368,0.004
15.55388,0.004
15.55408,0.004
15.55428,0.004
15.55448,0.004
15.55472,0.004
15.55492,0.004
15.55512,0.004
15.55532,0.004
15.55552,0.004
15.55572,0.004
15.55592,0.004
15.55612,0.004
15.55632,0.004
15.55652,0.004
15.55672,0.004
15.55692,0.004
15.55712,0.004
15.55732,0.004
15.55752,0.004
15.55772,0.004
15.55792,0.004
15.55812,0.004
15.55832,0.004
15.55852,0.004
15.55872,0.004
15.55892,0.004
15.55912,0.004
15.55932,0.004
15.55952,0.004
15.55972,0.004
15.55992,0.004
15.56004,8e-05
15.56012,0.004
15.56032,0.004
15.56052,0.004
15.56072,0.004
15.56096,0.0024
15.56104,4e-05
15.56116,0.00204
15.56136,0.00176
15.56156,0.00168
15.56176,0.00168
15.56196,0.00168
15.56216,0.00172
15.56236,0.00176
15.56248,0.004
15.5626,0.00216
15.5628,0.00212
15.563,0.00208
15.5632,0.00208
15.5634,0.00204
15.56364,0.004
15.56384,0.004
15.56404,0.004
15.56424,0.00392
15.56444,0.00384
15.56464,0.00376
15.56484,0.00372
15.56504,0.00368
15.56524,0.00368
15.56544,0.00368
15.56564,0.00364
15.56584,0.00364
15.56604,0.00364
15.56624,0.00364
15.56644,0.00364
15.56668,0.004
15.56688,0.004
15.56708,0.004
15.56728,0.004
15.56748,0.004
15.56768,0.004
15.56788,0.004
15.56808,0.004
15.56828,0.004
15.56848,0.004
15.56868,0.004
15.56888,0.004
15.56908,0.004
15.56928,0.004
15.56948,0.004
15.56968,0.00396
15.56988,0.00392
15.57008,0.00388
15.57028,0.00384
15.57048,0.00384
15.57068,0.00384
15.57088,0.00392
15.57108,0.004
15.57128,0.004
15.57148,0.004
15.57168,0.004
15.57188,0.004
15.57208,0.004
15.57228,0.004
15.57248,0.004
15.57272,0.0024
15.57292,0.00224
15.573,4e-05
15.57312,0.00212
15.57332,0.00204
15.57352,0.00196
15.57372,0.00192
15.57392,0.00188
15.57412,0.00184
15.57432,0.0018
15.57456,0.00164
15.57476,0.00152
15.57496,0.00148
15.57516,0.00144
15.57536,0.0014
15.57556,0.0014
15.57576,0.0014
15.57596,0.00144
15.57616,0.00148
15.5764,0.00116
15.5766,0.00104
15.5768,0.001
15.577,0.00096
15.5772,0.00092
15.5774,0.00092
15.57764,0.00096
15.57772,0.004
15.57784,0.00104
15.57804,0.00112
15.57828,0.00084
15.57848,0.0008
15.57868,0.00076
15.57888,0.00076
15.57908,0.0008
15.57928,0.00096
15.57948,0.00156
15.57968,0.00196
15.57976,0.00044
15.57988,0.00224
15.57996,0.00052
15.58008,0.0024
15.5802,0.00056
15.58028,0.00252
15.5804,0.00056
15.58048,0.00256
15.5806,0.00052
15.58068,0.0026
15.5808,0.00048
15.58088,0.00264
15.58108,0.00264
15.58128,0.00264
15.58148,0.0026
15.58172,0.00064
15.58192,0.00068
15.582,4e-05
15.58212,0.0008
15.58228,0.0012
15.58248,0.00132
15.58268,0.00136
15.58288,0.00136
15.58308,0.00136
15.58328,0.00136
15.58348,0.00128
15.58368,0.00064
15.58388,0.0006
15.584,0.004
15.58408,0.00064
15.5842,0.004
15.5844,0.004
15.5846,0.004
15.5848,0.0026
15.58488,8e-05
15.585,0.00208
15.5852,0.00208
15.5854,0.00216
15.5856,0.0022
15.5858,0.00224
15.586,0.00228
15.5862,0.00232
15.5864,0.00236
15.5866,0.00244
15.5868,0.00248
15.587,0.00256
15.5872,0.00264
15.5874,0.00272
15.5876,0.00284
15.5878,0.003
15.588,0.00312
15.5882,0.00328
15.5884,0.00348
15.5886,0.00364
15.5888,0.0038
15.589,0.004
15.5892,0.004
15.5894,0.004
15.5896,0.004
15.5898,0.004
15.59,0.004
15.59012,0.00072
15.5902,0.004
15.5904,0.004
15.5906,0.004
15.5908,0.004
15.591,0.004
15.59124,0.004
15.59144,0.004
15.59164,0.004
15.59184,0.004
15.59204,0.004
15.59224,0.004
15.59244,0.004
15.59264,0.004
15.59284,0.004
15.59304,0.004
15.59324,0.004
15.59344,0.004
15.59364,0.004
15.59384,0.004
15.59404,0.004
15.59424,0.004
15.59444,0.004
15.59464,0.004
15.59484,0.004
15.59504,0.004
15.59516,0.00012
15.59524,0.004
15.59544,0.004
15.59564,0.004
15.59584,0.004
15.59604,0.004
15.59624,0.004
15.59644,0.004
15.59664,0.004
15.59684,0.004
15.59704,0.004
15.59724,0.004
15.59744,0.004
15.59764,0.004
15.59784,0.004
15.59804,0.004
15.59824,0.004
15.59844,0.004
15.59864,0.004
15.59884,0.004
15.59904,0.004
15.59924,0.004
15.59944,0.004
15.59964,0.004
15.59984,0.004
15.60004,0.004
15.60024,0.004
15.60044,0.004
15.60064,0.004
15.60084,0.004
15.60104,0.004
15.60124,0.004
15.6014,0.004
15.6016,0.004
15.6018,0.004
15.602,0.004
15.6022,0.004
15.6024,0.004
15.6026,0.004
15.6028,0.004
15.603,0.004
15.6032,0.004
15.6034,0.004
15.6036,0.004
15.6038,0.004
15.604,0.004
15.6042,0.004
15.6044,0.004
15.6046,0.004
15.6048,0.004
15.605,0.004
15.6052,0.004
15.6054,0.004
15.6056,0.004
15.6058,0.004
15.606,0.004
15.6062,0.004
15.6064,0.004
15.6066,0.004
15.6068,0.004
15.607,0.004
15.6072,0.004
15.6074,0.004
15.6076,0.004
15.6078,0.004
15.608,0.004
15.6082,0.004
15.6084,0.004
15.6086,0.004
15.6088,0.004
15.609,0.004
15.6092,0.004
15.6094,0.004
15.6096,0.004
15.60984,0.00252
15.61004,0.00244
15.61024,0.0024
15.61044,0.00236
15.61064,0.00236
15.61084,0.0024
15.61104,0.004
15.61124,0.004
15.61144,0.004
15.61164,0.004
15.61184,0.004
15.61204,0.004
15.61224,0.004
15.61244,0.004
15.61268,0.0014
15.61288,0.00132
15.61308,0.00124
15.61328,0.00116
15.61352,0.00112
15.61364,0.004
15.61372,0.00112
15.61384,0.004
15.61392,0.00112
15.61404,0.004
15.61412,0.00112
15.61424,0.004
15.61432,0.00116
15.61444,0.004
15.61456,0.00108
15.61464,0.004
15.61476,0.00104
15.61484,0.004
15.61496,0.001
15.61504,0.004
15.61516,0.00092
15.61524,0.004
15.61536,0.00088
15.6156,0.001
15.6158,0.00104
15.616,0.00112
15.6162,0.00124
15.6164,0.00136
15.6166,0.00152
15.61684,0.00076
15.61704,0.00076
15.61724,0.00084
15.61744,0.004
15.61764,0.004
15.61784,0.004
15.61804,0.004
15.61812,0.00044
15.61824,0.00268
15.61832,0.00044
15.61844,0.00272
15.61864,0.00276
15.61884,0.0028
15.61904,0.00284
15.61924,0.00288
15.61944,0.00296
15.61964,0.003
15.61984,0.00304
15.62004,0.00304
15.62024,0.00308
15.62044,0.00312
15.62064,0.00316
15.62084,0.00316
15.62104,0.0032
15.62116,0.00036
15.62124,0.0032
15.62148,0.002
15.62168,0.00172
15.62188,0.00068
15.62208,0.0008
15.62228,0.00092
15.62248,0.00104
15.62268,0.00108
15.62288,0.00112
15.62308,0.0012
15.62332,0.00292
15.62352,0.00308
15.62364,0.00064
15.62372,0.00316
15.6238,0.00084
15.62392,0.0032
15.624,0.00084
15.62412,0.0032
15.6242,0.0008
15.62432,0.00324
15.62456,0.0018
15.62476,0.00164
15.62496,0.00164
15.62516,0.00168
15.62536,0.00176
15.62556,0.00184
15.62576,0.00188
15.62596,0.00192
15.62616,0.00196
15.62636,0.002
15.62656,0.002
15.62672,0.00216
15.62692,0.00212
15.62712,0.00208
15.62732,0.00208
15.62752,0.00204
15.62772,0.002
15.62792,0.00196
15.62812,0.00192
15.62832,0.00064
15.62852,0.00068
15.62868,0.0018
15.62888,0.00172
15.62908,0.00168
15.62928,0.00164
15.62948,0.0016
15.62964,0.00208
15.62984,0.00204
15.63004,0.00204
15.63024,0.00204
15.63044,0.00204
15.63064,0.00208
15.63084,0.0022
15.63104,0.00236
15.63124,0.00264
15.63144,0.00296
15.63164,0.004
15.63184,0.004
15.63204,0.004
15.63224,0.004
15.63244,0.004
15.63264,0.004
15.63284,0.004
15.63304,0.004
15.63324,0.004
15.63344,0.004
15.63364,0.004
15.63384,0.004
15.63404,0.004
15.63424,0.004
15.63444,0.004
15.63464,0.004
15.6348,0.004
15.635,0.004
15.6352,0.004
15.6354,0.004
15.6356,0.004
15.6358,0.004
15.63604,0.004
15.63624,0.004
15.63644,0.004
15.63664,0.004
15.63684,0.004
15.63704,0.004
15.63724,0.004
15.63744,0.004
15.63764,0.004
15.63784,0.004
15.63804,0.004
15.63824,0.004
15.63832,8e-05
15.63844,0.004
15.63864,0.004
15.63884,0.004
15.63892,8e-05
15.63904,0.004
15.63924,0.004
15.63944,0.004
15.63964,0.004
15.63984,0.004
15.64004,0.004
15.64024,0.004
15.64044,0.004
15.64064,0.004
15.64084,0.004
15.64104,0.004
15.64124,0.004
15.64144,0.004
15.64164,0.004
15.64184,0.004
15.64204,0.004
15.64212,4e-05
15.64224,0.004
15.64244,0.004
15.64264,0.004
15.64272,4e-05
15.64284,0.004
15.64304,0.004
15.64324,0.004
15.64344,0.004
15.64364,0.004
15.64384,0.004
15.64404,0.004
15.64424,0.004
15.64444,0.004
15.64452,8e-05
15.64464,0.004
15.64484,0.004
15.64504,0.004
15.64524,0.004
15.64544,0.004
15.64564,0.004
15.64584,0.004
15.64604,0.004
15.64624,0.004
15.64644,0.004
15.64664,0.004
15.64684,0.004
15.64704,0.004
15.64724,0.004
15.64744,0.004
15.64764,0.004
15.64784,0.004
15.64804,0.004
15.64824,0.004
15.64844,0.004
15.64864,0.004
15.64884,0.004
15.64904,0.004
15.64924,0.004
15.64944,0.004
15.64964,0.004
15.64984,0.004
15.65004,0.004
15.65024,0.004
15.65044,0.004
15.65068,0.00168
15.65088,0.0016
15.65108,0.00156
15.65128,0.00148
15.65152,0.0016
15.65172,0.00156
15.65192,0.00152
15.65212,0.00144
15.65232,0.0014
15.65252,0.00136
15.65272,0.00132
15.65296,0.00128
15.65316,0.0012
15.65336,0.00112
15.65356,0.00104
15.65376,0.00096
15.65396,0.00088
15.65412,0.004
15.65432,0.004
15.65452,0.004
15.6546,0.00104
15.65472,0.004
15.6548,0.001
15.65492,0.004
15.65504,0.00076
15.65512,0.004
15.65524,0.00076
